x1,x2,x3,x4,x5,x6,y
0.749080237694725,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.3119890406724053,4.799811590102286
0.11616722433639892,1.7323522915498704,1.2022300234864176,1.416145155592091,0.041168988591604894,1.9398197043239886,4.440813904990505
1.6648852816008435,0.4246782213565523,0.36364993441420124,0.36680901970686763,0.6084844859190754,1.0495128632644757,-0.33712497730526697
0.8638900372842315,0.5824582803960838,1.223705789444759,0.27898772130408367,0.5842892970704363,0.7327236865873834,2.1891387382254117
0.9121399684340719,1.5703519227860272,0.39934756431671947,1.0284688768272232,1.184829137724085,0.09290082543999545,3.456496127011147
1.2150897038028767,0.34104824737458306,0.13010318597055903,1.8977710745066665,1.9312640661491187,1.6167946962329223,1.4016363853476688
0.6092275383467414,0.19534422801276774,1.3684660530243138,0.8803049874792026,0.24407646968955765,0.9903538202225404,1.404046272209814
0.06877704223043679,1.8186408041575641,0.5175599632000338,1.325044568707964,0.6234221521788219,1.0401360423556216,4.046241095953722
1.0934205586865593,0.3697089110510541,1.9391692555291171,1.550265646722229,1.8789978831283782,1.7896547008552977,0.3808382522504355
1.1957999576221703,1.8437484700462337,0.176985004103839,0.3919657248382904,0.09045457782107613,0.6506606615265287,0.23683017911094362
0.777354579378964,0.5426980635477918,1.6574750183038587,0.7135066533871786,0.5618690193747615,1.085392166316497,2.0377676796224735
0.2818484499495253,1.6043939615080793,0.14910128735954165,1.9737738732010346,1.5444895385933148,0.3974313630683448,3.2869830144544965
0.011044234247204798,1.6309228569096683,1.4137146876952342,1.4580143360819746,1.5425406933718915,0.14808930346818072,4.238532839156236
0.7169314570885452,0.23173811905025943,1.726206851751187,1.2465962536551158,0.6617960497052984,0.12711670057204727,1.4450539651183714
0.6219646434313244,0.6503666440534941,1.4592123566761281,1.2751149427104262,1.774425485152653,0.9444298503238986,2.2996465301167155
0.2391884918766034,1.42648957444599,1.5215700972337949,1.1225543951389925,1.541934359909122,0.9875911927287815,3.836877974889423
1.0454656587639881,0.8550820367170993,0.05083825348819038,0.2157828539866089,0.0628583713734685,1.2728208225275608,-0.001869031528709826
0.6287119621526533,1.0171413823294055,1.815132947852186,0.4985844582977499,0.8207658460712595,1.5111022770860973,2.9851992912798235
0.4575963309832449,0.15395981965758598,0.579502905827536,0.32244257450800884,1.8593953046851461,1.616240759128834,0.7587795018443166
1.266807513020847,1.7429211803754354,1.607344153798229,0.3731401177720717,1.7851179969799555,1.0786844838313014,0.20004862616101265
1.614880310328125,1.7921825998469865,0.6360069499437278,0.22010384905535352,0.45587032508388337,0.8542155772525126,0.010165010917445066
1.6360295318449862,1.7214611665126869,0.013904261062381407,1.0214946051551315,0.834822006297558,0.4442156209414605,0.9237336436858892
0.2397307346673656,0.6752303428072559,1.8858194078250383,0.6464058640415105,1.0375812434867322,1.4060379177903557,2.2522849018778626
0.727259204758588,1.9435641654419213,1.9248945898842225,0.5035645916507283,0.9944970117847709,0.6017566196335393,4.833255891254669
0.5696809887549352,0.07377389470906559,1.2191286679597937,1.005358046457723,0.1029575024999787,0.5572929284732229,1.1520511088108114
1.8165317719333074,0.47912378133394484,0.2897897441824462,0.978905520555126,1.9713009082212014,0.4841105430230008,-0.765671506728636
1.344271094811757,1.5232392306574352,0.47527508798479934,1.4564326972237192,0.7355662654385065,1.264611661187159,0.5632502073736725
1.2670594215217894,1.071549368149517,0.1805795401088166,1.670604991178476,0.6415601299434717,0.37303702079970846,0.6572860355505529
0.08155028310952783,1.1817858863764836,1.3551287236845648,0.033175657855712304,1.024186116598562,0.4529915503958759,3.4280652579507667
1.2903455808188997,0.3487328580099829,1.381875476204932,0.7734706926010748,1.873459977473469,0.2750418882919865,-0.8308548632476993
0.682132702100517,0.22694704248117814,1.8493872365571256,1.754678706761962,0.5158832554303112,1.319968092068358,1.3733133298108824
1.6344444004024317,1.1104016231989247,1.059301156712013,0.48370458180090337,0.18620553561179842,1.7944315159066535,0.08545173997893585
1.800836114326661,1.2662029145465359,0.6780595820974014,0.6984191492253218,1.4519113577404787,1.7942205199051542,0.14360457846399494
1.7741728485302346,1.5597510917152477,1.2840632923085755,0.16827992999009767,0.32325742818922754,1.7971083770541585,0.032840225242311616
1.2128581193191799,0.018394103233259296,0.2029430857320642,1.3270035382161116,0.010123167692437374,0.3216161028349973,0.41522065592716895
